date,close,volume,search_raw,log_volume,log_search,dlog_volume,dlog_search
2023-07-18,12230,931258,1.07731,13.744291639243036,0.07446719426858879,-0.8217204383709724,-0.3131733296056799
2023-07-19,12170,696135,0.90055,13.453298886024921,-0.10474959008863813,-0.2909927532181147,-0.17921678435722693
2023-07-20,13190,2753471,1.37597,14.828372855579094,0.3191589376746564,1.3750739695541725,0.4239085277632946
2023-07-21,13110,738183,1.04836,13.511947040323431,0.04722703931655266,-1.3164258152556627,-0.2719318983581038
2023-07-24,13450,1463509,1.09103,14.19634753473644,0.0871222050979681,0.6844004944130084,0.03989516578141544
2023-07-25,13430,730355,1.07731,13.501285996288248,0.07446719426858879,-0.6950615384481917,-0.01265501082937931
2023-07-26,12890,1065122,1.08036,13.878599904555466,0.07729431985186615,0.3773139082672188,0.0028271255832773567
2023-07-27,12200,571538,0.74513,13.256086251695068,-0.2941965778390032,-0.6225136528603983,-0.37149089769086935
2023-07-28,13800,1827271,1.2236,14.418334154956856,0.20179733411187198,1.1622479032617878,0.49599391195087517
2023-07-31,15180,6957100,3.25633,15.75527327881426,1.1806007946630384,1.3369391238574035,0.9788034605511664
2023-08-01,19730,14022004,25.15771,16.45613836801502,3.22516441024157,0.7008650892007591,2.0445636155785314
2023-08-02,25600,7663154,69.21189,15.851934206318532,4.237172668687816,-0.6042041616964866,1.0120082584462464
2023-08-03,25350,6824485,64.45311,15.736027438312751,4.165937982697325,-0.11590676800578059,-0.07123468599049154
2023-08-04,19100,4860129,43.83628,15.396575538734288,3.780461785047668,-0.33945189957846367,-0.3854761976496568
2023-08-07,24800,2266345,50.53637,14.633678959643092,3.9226932751027612,-0.7628965790911959,0.14223149005509317
2023-08-08,23200,39243678,77.56377,17.485300919155822,4.351100436735691,2.8516219595127303,0.4284071616329297
2023-08-09,26600,24918395,51.66854,17.031116843709846,3.944849085677699,-0.4541840754459763,-0.4062513510579917
2023-08-10,34550,16912503,73.99201,16.643563728844757,4.30395711441521,-0.3875531148650886,0.359108028737511
2023-08-11,40000,17224155,66.88812,16.661823317056907,4.203021372904873,0.01825958821214968,-0.10093574151033735
2023-08-14,40000,0,27.33367,-20.72326583694641,3.3081192756300446,-37.38508915400332,-0.8949020972748283
2023-08-16,52000,597445,69.45113,13.300417508341718,4.240623339780729,34.02368334528813,0.9325040641506845
2023-08-17,59900,26926945,100.0,17.108638016095018,4.605170185998092,3.8082205077532993,0.36454684621736266
2023-08-18,59900,0,37.09353,-20.72326583694641,3.613442560901031,-37.831903853041425,-0.9917276250970608
2023-08-21,42000,21267237,57.90997,16.872678277469127,4.05888956320959,37.59594411441554,0.4454470023085588
2023-08-22,54600,20417869,64.97577,16.831921006782984,4.1740144311845375,-0.04075727068614299,0.1151248679749477
2023-08-23,48550,20702763,70.00121,16.845777727589038,4.248512527628534,0.013856720806053602,0.07449809644399608
2023-08-24,53400,8527636,46.0031,15.958822741549993,3.8287087855444883,-0.8869549860390453,-0.41980374208404525
2023-08-25,51100,6424740,31.62313,15.67566672100068,3.453888814896251,-0.2831560205493133,-0.37481997064823735
2023-08-28,51800,3927433,27.07463,15.18349658976844,3.2985971270873065,-0.49217013123223907,-0.15529168780894453
2023-08-29,54600,13694830,35.81659,16.432528947312747,3.5784111939155596,1.2490323575443067,0.27981406682825316
2023-08-30,53000,4231786,24.82857,15.258134684133962,3.2119950062788534,-1.174394263178785,-0.36641618763670625
2023-08-31,48250,5925997,28.38509,15.594859500871848,3.345864007341637,0.33672481673788646,0.13386900106278343
2023-09-01,48350,2861194,21.76728,14.86674957819194,3.080407924904888,-0.7281099226799093,-0.2654560824367489
2023-09-04,49150,2613149,21.95318,14.776066565456436,3.0889120037886655,-0.09068301273550361,0.008504078883777577
2023-09-05,56000,6885495,36.9,15.744927582985376,3.6082115510735817,0.9688610175289405,0.5192995472849162
