date,close,volume,search_raw,log_volume,log_search,dlog_volume,dlog_search
2021-02-01,14000,4390083,12.09428,15.294858691478549,2.4927326136418886,,
2021-02-02,14050,2478159,11.11469,14.723026503761673,2.4082676568787744,-0.5718321877168755,-0.08446495676311416
2021-02-03,13950,2389105,9.81062,14.68642937678623,2.283465472497609,-0.03659712697544393,-0.1248021843811653
2021-02-04,13700,2167607,8.63434,14.589134352046996,2.1557472756722795,-0.09729502473923368,-0.1277181968253296
2021-02-05,14050,3290911,9.31363,15.006674984107958,2.2314789187335475,0.4175406320609625,0.075731643061268
2021-02-08,14400,4166903,10.42312,15.242683631995902,2.344026415786948,0.23600864788794418,0.11254749705340039
2021-02-09,14350,3449836,17.45029,15.053837251645776,2.859356267478824,-0.18884638035012635,0.5153298516918761
2021-02-10,14500,11525634,21.62792,16.260084156179932,3.073985072650332,1.2062469045341562,0.21462880517150795
2021-02-15,15350,14405862,18.76313,16.483145765043623,2.9318937740640845,0.22306160886369142,-0.14209129858624747
2021-02-16,15100,5382177,12.22453,15.498603497130663,2.5034445888959085,-0.9845422679129605,-0.428449185168176
2021-02-17,15800,11989053,15.35578,16.299504541399013,2.7314919504534814,0.8009010442683504,0.22804736155757288
2021-02-18,15800,6250429,12.38405,15.648160659356968,2.51640935438767,-0.6513438820420454,-0.21508259606581115
2021-02-19,16400,11848992,14.39512,16.287753358636188,2.666889260326718,0.6395926992792198,0.1504799059390476
2021-02-22,17300,19417433,22.84189,16.7816818287743,3.128596130970204,0.4939284701381119,0.46170687064348614
2021-02-23,17000,8596743,15.19398,15.96689396856062,2.72089929683691,-0.8147878602136789,-0.40769683413329405
2021-02-24,17000,12631894,16.12168,16.351735443495453,2.7801649500724372,0.38484147493483256,0.05926565323552735
2021-02-25,18400,15246668,19.74465,16.539871545341605,2.982882568625568,0.18813610184615115,0.20271761855313075
2021-02-26,19000,17928022,21.59689,16.701875521592893,3.0725493228886123,0.16200397625128815,0.08966675426304427
2021-03-02,18800,11059044,19.47346,16.2187591127095,2.969052512943387,-0.4831164088833937,-0.10349680994522537
2021-03-03,20400,20737131,28.65877,16.847436419470807,3.3554595045565283,0.6286773067613076,0.3864069916131414
2021-03-04,20300,11174464,21.93172,16.22914173310777,3.0879339907723624,-0.6182946863630363,-0.2675255137841659
2021-03-05,21950,22893847,31.77618,16.94637874246452,3.458716952530756,0.7172370093567508,0.37078296175839354
