date,close,volume,search_raw,log_volume,log_search,dlog_volume,dlog_search
2021-01-04,46710,691250,2.50051,13.446256831818683,0.9164947114689029,,
2021-01-05,52918,1536282,6.71768,14.244875769588486,1.90474285698029,0.7986189377698025,0.9882481455113871
2021-01-06,48612,2050068,4.91736,14.533383521296162,1.5927718013282777,0.2885077517076766,-0.31197105565201233
2021-01-07,48562,979944,2.86684,13.795250706156898,1.053210378228506,-0.7381328151392648,-0.5395614230997716
2021-01-08,49013,1376602,3.05256,14.135128701800205,1.1159805831567957,0.3398779956433078,0.06277020492828966
2021-01-11,47161,854150,2.44118,13.657862101375205,0.892481529372162,-0.4772666004250006,-0.22349905378463375
2021-01-12,47060,448558,2.16523,13.013793272075292,0.7725265918395198,-0.644068829299913,-0.11995493753264219
2021-01-13,46810,452587,2.08536,13.022735288834907,0.7349415026964567,0.008942016759615257,-0.03758508914306302
2021-01-14,47010,853182,2.31802,13.656728168310375,0.840713373439437,0.6339928794754677,0.10577187074298022
2021-01-15,45909,525326,1.79648,13.171774301243557,0.5858291953079702,-0.4849538670668174,-0.2548841781314668
2021-01-18,45558,484921,2.00796,13.091741270054222,0.6971192818103635,-0.0800330311893358,0.11129008650239336
2021-01-19,45659,391647,1.98547,12.878116202865629,0.6858556624344825,-0.21362506718859287,-0.011263619375881051
2021-01-20,46610,515995,2.17917,13.153852354494273,0.7789440708173634,0.27573615162864407,0.0930884083828809
2021-01-21,45909,375428,1.77052,12.835821987460154,0.5712732893148241,-0.3180303670341189,-0.20767078150253926
2021-01-22,45408,365843,1.58971,12.809959558604461,0.4635516102890115,-0.025862428855692343,-0.10772167902581264
2021-01-25,45358,332105,1.8355,12.713206462957617,0.6073169244995626,-0.09675309564684476,0.14376531421055116
2021-01-26,45308,538860,1.87712,13.197211075893053,0.6297386878996255,0.4840046129354363,0.022421763400062855
2021-01-27,45108,369625,1.63301,12.820244257154782,0.49042493828065853,-0.3769668187382713,-0.13931374961896698
2021-01-28,44607,498561,1.7256,13.119481227999094,0.5455748166723182,0.2992369708443121,0.05514987839165969
2021-01-29,45058,986150,2.1293,13.801563751831651,0.7557932876798539,0.6820825238325572,0.21021847100753566
2021-02-01,48312,2963700,6.04317,14.901949045700675,1.7989287088718624,1.1003852938690244,1.0431354211920085
2021-02-02,47461,926128,4.3916,13.738767733017262,1.479693625606148,-1.1631813126834132,-0.3192350832657145
2021-02-03,47761,1574492,3.0328,14.26944323853222,1.1094862855497163,0.5306755055149583,-0.37020734005643163
